,PAROLES,Dimension Dialogique,Langue
221,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,bs
222,mais c'est plutôt une contribution quand le coût est nul,1,bg
223,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,ca
224,mais c'est plus qu'un apport dont le prix de revient est égal à zéro,1,ceb
225,mais c'est très utile lorsque la valeur est égale à zéro,1,ny
226,"Mais plus encore, l'apport du prix de revient nul",1,zh-cn
227,"Mais plus encore, l'apport du prix de revient nul",1,zh-tw
228,mais c'est plus qu'un apport dont le prix de revient est égal à zéro,1,co
229,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,hr
230,mais c'est plutôt un apport dont le prix de revient est égal à zéro,1,cs
231,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,da
232,mais c'est plutôt une contribution dont le coût est nul,1,nl
233,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,en
234,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,eo
235,mais cela ressemble plus à un pari dont le prix est égal à zéro,1,et
236,mais c'est plus qu'un apport dont le prix de revient est égal à zéro,1,tl
237,mais c'est plutôt un pari dont le prix de revient est nul,1,fi
238,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,fy
239,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,gl
240,Mais il s'agit plutôt d'un apport dont le prix de revient est nul,1,ka
241,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,de
242,mais il s'agit plutôt d'une contribution dont la valeur de coût est égale à zéro,1,el
243,Mais c'est une contribution de plus dont la valeur de coût est égale à zéro,1,gu
244,mais il s'agit plutôt d'un apport dont le prix est égal à zéro,1,ht
245,mais il a une contribution supplémentaire où le prix de revient est égal à zéro,1,ha
246,mais l'offre est plus grande si le prix est égal à zéro,1,haw
247,Mais c'est plutôt un don dont le prix de revient est nul,1,iw
248,Mais c'est plutôt un don dont le prix de revient est nul,1,he
249,Mais il s'agit davantage d'un apport dont le prix de revient est égal à zéro.,1,hi
250,mais c'est plutôt un programme où le prix est égal à zéro,1,hmn
251,mais c'est plutôt un apport dont le prix de revient est égal à zéro,1,hu
252,mais c'est plutôt un apport dont le prix de revient est nul,1,is
253,mais c'est le cadeau de Karina qui ne vaut rien,1,ig
254,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,id
255,mais c'est un apport plus important lorsque le prix de revient est nul,1,ga
256,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,it
257,Mais il s’agit plutôt d’une contribution lorsque le coût est égal à zéro.,1,ja
258,mais plus que la contribution où le prix de revient est égal à zéro,1,jw
259,Mais il est très doué là où le prix de revient est nul,1,kn
260,mais c'est la part où le coût est nul,1,kk
261,Mais il s’agit davantage d’une contribution que la valeur du coût n’est nulle.,1,km
262,"Cependant, si le prix de revient est nul, il est plus proche de la contribution.",1,ko
263,mais c'est plutôt une contribution qui coûte zéro,1,ku
264,mais il s'agit plutôt d'une contribution gratuite,1,ky
265,Mais il s'agit plutôt d'un apport dont le prix de revient est égal à zéro,1,lo
266,mais il y a plutôt une contribution où le prix est égal au prix de rien,1,la
267,mais c'est plutôt un investissement dont le coût est nul,1,lv
268,mais c'est plutôt une contribution quand le coût est nul,1,lt
269,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,lb
270,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,mk
271,mais la participation est égale à un prix nul,1,mg
272,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,ms
273,"Mais là où le coût est nul, il y a plus de contribution",1,ml
274,mais il s'agit plutôt d'un apport dont le prix de revient est égal à zéro,1,mt
275,mais le cadeau est supérieur à la récompense égale à zéro,1,mi
276,Mais cette contribution est plus importante lorsque le prix de revient est nul.,1,mr
277,mais il s'agit plutôt d'un apport dont le prix de revient est égal à zéro,1,mn
278,Mais le coût est supérieur à la contribution égale à zéro.,1,my
279,Mais c'est une contribution dont la valeur de coût est égale à zéro,1,ne
280,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,no
281,Mais il s'agit d'une plus grande contribution lorsque la valeur du prix est égale à zéro.,1,or
282,Mais c'est très utile lorsque le prix de revient est égal à zéro,1,ps
283,Mais il s'agit plutôt d'une part dont le prix de revient est égal à zéro,1,fa
284,mais c'est plutôt un intrant dont le prix de revient est nul,1,pl
285,mais c'est une autre contribution où le prix de revient est égal à zéro,1,pt
286,Mais il s'agit d'une contribution dont le prix de revient est égal à zéro,1,pa
287,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,ro
288,mais c'est plutôt une contribution dont le coût est nul,1,ru
289,mais plus d'apport quand le prix est égal à zéro,1,sm
290,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,gd
291,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,sr
292,mais c'est un apport au delà duquel le prix de revient est nul,1,st
293,mais la contribution maximale lorsque le prix de revient est égal à zéro,1,sn
294,Mais c'est une pièce de plus dont le prix est égal à zéro,1,sd
295,"Mais lorsque le prix de revient est égal à zéro, c'est plus de contribution",1,si
296,mais c'est plutôt un apport dont le prix de revient est égal à zéro,1,sk
297,mais il s'agit plutôt d'un apport où le prix propre est égal à zéro,1,sl
298,mais c'est plus quand la valeur est nulle,1,so
299,mais il s'agit plutôt d'un apport lorsque le prix de revient est égal à zéro,1,es
300,mais c'est plus que la contribution où le prix de revient est égal à zéro,1,su
301,mais c'est plus qu'un apport dont le prix de revient est égal à zéro,1,sw
302,mais il s'agit plutôt d'un apport où le prix de revient est égal à zéro,1,sv
303,mais il s'agit plutôt d'une contribution dont la valeur de coût est nulle,1,tg
304,Mais c'est une contribution lorsque le prix est égal à zéro,1,ta
305,Mais il est plus coopératif lorsque le prix de revient est égal à zéro.,1,te
306,Mais il s’agit plutôt d’une contribution dont le coût est nul.,1,th
307,mais il s'agit plutôt d'un apport lorsque le prix de revient est égal à zéro,1,tr
308,mais c'est plutôt une contribution quand le coût est nul,1,uk
309,Mais il s’agit d’une collaboration dont le coût est nul.,1,ur
310,Mais c'est plutôt une contribution à coût nul,1,ug
311,mais ce coût est plutôt une contribution à coût nul,1,uz
312,mais il s'agit plutôt d'un apport lorsque le coût du capital est nul,1,vi
313,mais il s'agit plutôt d'un apport où le prix de revient est nul,1,cy
314,mais c'est plus que l'intrant où la valeur du coût est égale à zéro,1,xh
315,Mais il s'agit plutôt d'un apport dont le prix de revient est égal à zéro,1,yi
316,mais il s'agit plutôt d'une intervention où le facteur coût est égal à zéro,1,yo
317,mais il est supérieur à la cotisation lorsque le coût total est égal à zéro,1,zu
318,"Alors tu vois, je pense que pour des gens comme ça, c'est déjà un peu plus énervant, enfin, typiquement, quand on repense aux Québécois, ils avaient l'air très cool, n'est-ce pas, mais pour moi, les menuiseries, non.",2,af
319,"Alors, tu vois, je pense que pour des gens comme ça, c'est déjà un peu plus énervant, enfin, d'habitude quand on pense aux Québécois, ils avaient l'air très sympas, hein, mais pour moi, les ateliers de menuiserie, non.",2,sq
320,"Tu vois, je trouve que c'est déjà un peu plus frustrant pour des gens comme ça, bon, normalement quand on pense au Québec, ils avaient l'air super, ouais, mais ils n'ont pas fait d'ateliers de menuiserie pour moi.",2,am
321,"Alors, voyez-vous, je trouve que c'est plus énervant pour des gens comme ça, enfin, d'habitude quand on pense aux Québécois, ils avaient l'air très sympas, mais pour moi, les ateliers de menuiserie, c'était pas comme ça.",2,ar
322,"Alors tu vois, je trouve que c'est un peu plus énervant pour des gens comme ça, enfin, d'habitude quand on pense aux Québécois, ils avaient l'air très sympas, hein, mais pour moi, les ateliers de menuiserie ne l'étaient pas.",2,hy
323,"Alors, tu vois, je trouve que c'est un peu plus énervant pour des gens comme ça, bon, d'habitude quand on pense aux Québécois, ils étaient très gentils, hein, mais il n'y avait pas d'ateliers de menuiserie pour moi.",2,az
324,"Alors tu vois, je trouve que c'est un peu plus énervant pour des gens comme ça, bon, d'habitude quand on pense aux gens du Québec, je les trouvais vraiment cool, hein, mais pour moi, les ateliers de menuiserie ne l'étaient pas.",2,eu
325,"Alors, tu vois, je trouve que c'est un peu plus énervant pour des gens comme ça, bon, d'habitude quand on repense aux Québécois, ils avaient l'air très sympas, euh, mais pour moi, les menuiseries ne le sont pas.",2,be
326,"Alors tu vois, je trouve que c'est déjà un peu plus ennuyeux pour des gens comme ça, enfin, d'habitude quand on pense aux Québécois, ils avaient l'air très sympas, oui, mais pour moi, les ateliers de menuiserie, non.",2,bn
327,"Bon, tu vois, je trouve que c'est déjà un peu plus chiant pour des gens comme ça, bon, typiquement, quand on pense aux Québécois, ils avaient l'air très sympas, hein, mais pour moi, les ateliers de menuiserie ne le sont pas.",2,bs
328,"Tu vois, je trouve que c'est un peu plus énervant pour des gens comme ça, bon, d'habitude quand on pense aux Québécois, ils avaient l'air très sympas, mais pour moi les ateliers de menuiserie ne l'étaient pas.",2,bg
329,"Bon, tu vois, je pense que pour des gens comme ça, c'est un peu plus énervant, bon, normalement quand on pense aux Québécois, je les trouvais très gentils, hein, mais je n'aime pas les menuiseries.",2,ca
330,"Alors tu vois, je pense que pour des gens comme ça, c'est un peu énervant, enfin, typiquement, si on repense aux Québécois, ils ont l'air très sympas, hein, mais pour moi, les ateliers de menuiserie ne le sont pas.",2,ceb
331,"Alors tu vois, je pense que pour des gens comme ça, c'est déjà énervant, enfin, quand on pense aux Québécois, ça paraît très bien, mais pour moi, le milieu du travail du bois, non.",2,ny
332,"Alors tu vois, je trouve que c'est déjà un peu énervant pour des gens comme ça, euh, d'habitude quand on repense aux Québécois, ils ont l'air très sympas, euh, mais pour moi, ce n'est pas le cas des ateliers de menuiserie.",2,zh-cn
333,"Alors tu vois, je trouve que c'est déjà un peu énervant pour des gens comme ça, euh, d'habitude quand on repense aux Québécois, ils ont l'air très sympas, euh, mais pour moi, ce n'est pas le cas des ateliers de menuiserie.",2,zh-tw
334,"Alors, tu vois, je pense que pour des gens comme ça, c'est déjà un peu plus énervant, enfin, typiquement quand on repense aux Québécois, ils me paraissaient très gentils, hein, mais pour moi, les ateliers de menuiserie, ça n'a pas.",2,co
335,"Tu vois, je trouve que c'est un peu plus énervant pour ces gens-là, enfin, d'habitude quand on pense aux Québécois, ils avaient l'air très sympas, hein, mais pour moi, les ateliers de menuiserie ne le sont pas.",2,hr
